ArticleId,Text,Category,Processed_Text
264,ten-year tragedy of missing manic richey edwards  guitarist and lyricist for the manic street preachers  vanished 10 years ago  on 1 february 1995. his disappearance remains one of the most tragic mysteries in rock music.  for his devoted fans  richey edwards was an inspired and inspiring poet  a man who articulated their desperation and despair  who shouted the things most kept hidden. the manic street preachers may only have become stadium-conquering rock giants since his disappearance - but edwards was the figurehead for their first  dangerous and dazzling incarnation. edwards did not feature in the original line-up of the band  though. singer/guitarist james dean bradfield  bassist nicky wire and drummer sean moore were originally accompanied by a rhythm guitarist called flicker. but edwards replaced flicker in time for the band s self-financed debut  suicide alley  after designing the record s artwork.  after becoming a full-time member  edwards became a critical part of the band  writing lyrics and playing guitar - though in many concerts  he was not actually plugged in. but the fiercely intelligent edwards - who name-checked writers such as sylvia plath  george orwell and philip larkin - battled depression  alcohol problems  eating disorders  and self-harm. by the time the band released their third album  the holy bible  in october 1994  edwards had been admitted to hospital with depression. but in his last interview a few months later  seemed to be making plans for the future.  edwards walks out of the embassy hotel in london in the early morning  ahead of the band s us tour to promote the holy bible. in the following days  police issue a missing person alert and his parents  graham and sherry  plead for their son to let them know he is safe and well.  police discover edwards  car in a car park near the severn bridge near bristol - a notorious suicide spot. the discovery leads many to believe he has killed himself. the rest of the band stop touring and recording.  the band play their first concerts since edwards  disappearance as a trio  performing support slots for the stone roses on their uk stadium tour.  the manic street preachers release their first music since edwards  disappearance. a design for life reaches number two in the uk singles chart. the album everything must go follows.  the manics win best band and best album for everything must go at the brit awards.  a fan says she saw edwards in the hippy resort of goa  india. interpol are alerted but do not track him down.  graham and sherry edwards fly to the spanish island of fuerteventura six weeks after reports a man fitting their son s description has been seen in a bar called underground. the report comes to nothing.  edwards  sister rachel makes an emotional tv appeal five years after the disappearance.  i d just like to say to him if he is able to listen that we do love him very much and we d like him to come back - me  mum and dad   she said.  the band play a concert in the cuban capital  havana - the first contemporary western rock band to play there.  on the seventh anniversary of his disappearance  police offer edwards  parents the opportunity to sign a death certificate. they refuse. the big issue magazine  which supports homelessness charities  prints the last known picture of edwards in a fresh plea for information.  a pair of trainers containing human bones washed up on the banks of the river severn have no link to edwards  police say.  the last song written by edwards - a song called judge y self  which was to have been used for the judge dredd film soundtrack - is released on the b-side compilation lipstick traces. a skeleton found by the river severn is not edwards  tests reveal.  the manics  seventh studio album  lifeblood  features a song dedicated to edwards called cardiff afterlife.  the remaining manic street preachers members continue to pay a quarter of the band s royalties into an account held in his name.,entertainment,ten-year tragedi miss manic richey edward guitarist lyricist manic street preacher vanish 10 year ago 1 februari 1995. disappear remain one tragic mysteri rock music. devot fan richey edward inspir inspir poet man articul desper despair shout thing kept hidden. manic street preacher may becom stadium-conqu rock giant sinc disappear - edward figurehead first danger dazzl incarnation. edward featur origin line-up band though. singer/guitarist jame dean bradfield bassist nicki wire drummer sean moor origin accompani rhythm guitarist call flicker. edward replac flicker time band self-financ debut suicid alley design record artwork. becom full-tim member edward becam critic part band write lyric play guitar - though mani concert actual plug in. fierc intellig edward - name-check writer sylvia plath georg orwel philip larkin - battl depress alcohol problem eat disord self-harm. time band releas third album holi bibl octob 1994 edward admit hospit depression. last interview month later seem make plan future. edward walk embassi hotel london earli morn ahead band us tour promot holi bible. follow day polic issu miss person alert parent graham sherri plead son let know safe well. polic discov edward car car park near severn bridg near bristol - notori suicid spot. discoveri lead mani believ kill himself. rest band stop tour recording. band play first concert sinc edward disappear trio perform support slot stone rose uk stadium tour. manic street preacher releas first music sinc edward disappearance. design life reach number two uk singl chart. album everyth must go follows. manic win best band best album everyth must go brit awards. fan say saw edward hippi resort goa india. interpol alert track down. graham sherri edward fli spanish island fuerteventura six week report man fit son descript seen bar call underground. report come nothing. edward sister rachel make emot tv appeal five year disappearance. like say abl listen love much like come back - mum dad said. band play concert cuban capit havana - first contemporari western rock band play there. seventh anniversari disappear polic offer edward parent opportun sign death certificate. refuse. big issu magazin support homeless chariti print last known pictur edward fresh plea information. pair trainer contain human bone wash bank river severn link edward polic say. last song written edward - song call judg self use judg dredd film soundtrack - releas b-side compil lipstick traces. skeleton found river severn edward test reveal. manic seventh studio album lifeblood featur song dedic edward call cardiff afterlife. remain manic street preacher member continu pay quarter band royalti account held name.
1017,brookside actress keaveney dies actress anna keaveney  who appeared in brookside  my family and a touch of frost  has died of lung cancer aged 55.  keaveney  who played brookside s marie jackson when the channel 4 soap began in 1982  died on saturday. born in runcorn  cheshire  she also starred in numerous films including 1989 s shirley valentine. she played nellie in mike leigh s latest film vera drake  which won the golden lion prize for best film at this year s venice film festival.  and most recently she appeared alongside richard wilson in itv s king of fridges and with martin clunes in doc martin. other tv appearances included the part of matron in itv drama footballers  wives and a cameo role as tom farrell s mother sheila in bbc comedy gimme gimme gimme. keaveney s career also included stage performances in neaptide for the national theatre  private lives and the rise and fall of little voice. the actress died in hospital. her agent barry brown said:  anna was due to have had another operation on friday but unfortunately she was too weak.,entertainment,brooksid actress keaveney die actress anna keaveney appear brooksid famili touch frost die lung cancer age 55. keaveney play brooksid mari jackson channel 4 soap began 1982 die saturday. born runcorn cheshir also star numer film includ 1989 shirley valentine. play nelli mike leigh latest film vera drake golden lion prize best film year venic film festival. recent appear alongsid richard wilson itv king fridg martin clune doc martin. tv appear includ part matron itv drama footbal wive cameo role tom farrel mother sheila bbc comedi gimm gimm gimme. keaveney career also includ stage perform neaptid nation theatr privat live rise fall littl voice. actress die hospital. agent barri brown said: anna due anoth oper friday unfortun weak.
1104,poll idols  face first hurdles vote for me - itv1 s pop idol style talent contest for would-be politicians - finally hits our screens this week.  over the next four days  hundreds of potential candidates will be whittled down by a panel of experts and public vote. the winner will then be encouraged to stand as an independent at the next general election  which is expected in the spring. but opinion is divided on whether any of the potential candidates unearthed so far have got what it takes to make it in politics.  any of them would make competent mps   former independent mp martin bell insisted on bbc radio 4 s today programme.  mr bell  who will be offering his advice to the contestants on wednesday  argues that westminster has its share of  odd balls  and the show will engage ordinary voters.  if it gets more people voting and more people interested in politics there is no harm in that   he said. but sir bernard ingham  margaret thatcher s former press secretary  took a less charitable view  accusing the programme of  corrupting politics .  he said the producers would not achieve their aim of re-engaging voters  with that bunch of nutters . to give sir bernard his dues  monday evening s opening episode did attract more than a smattering of eccentrics and self-publicists. among those chancing their arm were a druid priest and a former porn star  who insisted on removing her top to make her point about the legalisation of brothels. among the more eccentric policy proposals was a public holiday on bruce forsyth s birthday and bill oddie for prime minister. the show follows the time-honoured pop idol format  with queues of nervous hopefuls and a panel of three experts judging their performance.  the contestants were given 60 seconds to present their manifestos. then the final 25 were tested on their lobbying ability. they were then cross-examined by the panel  which was chaired by ex-itn political editor john sergeant  with television host lorraine kelly taking the nicki chapman role. but the real star of the show is kelvin mackenzie  in the simon cowell  mr nasty seat.  the former sun editor dispensed a stream of well-crafted insults and one-liners. his advice for one young contestant was to  get a haircut and a brain transplant . wheelchair user kevin donnellon was asked:  why on earth do you want our elected representatives to be disabled    don t you care about the inuit    implored guitar-toting environmental campaigner barry lim.  i don t care about them. i care about myself and when the sun s shining i think - fantastic   replied mr mackenzie.  mr lim later reduced the panel to fits of giggles as he outlined his plan to make people do community service instead of paying taxes.  when the prime minister turns to the chancellor and says how much have we got in the coffers mr brown  he says well  prime minister  bad news  all the houses in britain have been painted but actually nobody has paid any tax   observed mr mackenzie.  that was an total disaster. i just couldn t seem to think of things to say   a crestfallen mr lim confided in the show s presenter  jonathan maitland. irfan hanif  a 25-year-old doctor from bolton  made a good impression  even if he was a little thrown by mr mackenzie s suggestion that instead of being treated by the nhs  young drunks should  given a good beating  and left to die. dominic carman - son of late libel lawyer george carman - was voted through to the final 25  on a platform of cutting defence spending to boost education. opinion was more divided over rodney hylton-potts  a 59-year-old convicted fraudster. mr mackenzie thought the smooth-talking former solicitor - with a hardline on crime and immigration - deserved a chance to progress.  he could join the rest of the crooks in the houses of parliament.  but ms kelly said she  would not trust him as far as she could throw him . the series continues throughout the week  with the public given the chance to evict one prospective mp every night. itv will not fund the election campaign for the eventual winner  but the publicity could give the winner a flying start over other candidates.,politics,poll idol face first hurdl vote - itv1 pop idol style talent contest would-b politician - final hit screen week. next four day hundr potenti candid whittl panel expert public vote. winner encourag stand independ next gener elect expect spring. opinion divid whether potenti candid unearth far got take make politics. would make compet mp former independ mp martin bell insist bbc radio 4 today programme. mr bell offer advic contest wednesday argu westminst share odd ball show engag ordinari voters. get peopl vote peopl interest polit harm said. sir bernard ingham margaret thatcher former press secretari took less charit view accus programm corrupt polit . said produc would achiev aim re-engag voter bunch nutter . give sir bernard due monday even open episod attract smatter eccentr self-publicists. among chanc arm druid priest former porn star insist remov top make point legalis brothels. among eccentr polici propos public holiday bruce forsyth birthday bill oddi prime minister. show follow time-honour pop idol format queue nervou hope panel three expert judg performance. contest given 60 second present manifestos. final 25 test lobbi ability. cross-examin panel chair ex-itn polit editor john sergeant televis host lorrain kelli take nicki chapman role. real star show kelvin mackenzi simon cowel mr nasti seat. former sun editor dispens stream well-craft insult one-liners. advic one young contest get haircut brain transplant . wheelchair user kevin donnellon asked: earth want elect repres disabl care inuit implor guitar-tot environment campaign barri lim. care them. care sun shine think - fantast repli mr mackenzie. mr lim later reduc panel fit giggl outlin plan make peopl commun servic instead pay taxes. prime minist turn chancellor say much got coffer mr brown say well prime minist bad news hous britain paint actual nobodi paid tax observ mr mackenzie. total disaster. seem think thing say crestfallen mr lim confid show present jonathan maitland. irfan hanif 25-year-old doctor bolton made good impress even littl thrown mr mackenzi suggest instead treat nh young drunk given good beat left die. domin carman - son late libel lawyer georg carman - vote final 25 platform cut defenc spend boost education. opinion divid rodney hylton-pott 59-year-old convict fraudster. mr mackenzi thought smooth-talk former solicitor - hardlin crime immigr - deserv chanc progress. could join rest crook hous parliament. ms kelli said would trust far could throw . seri continu throughout week public given chanc evict one prospect mp everi night. itv fund elect campaign eventu winner public could give winner fli start candidates.
949,saudi ncci s shares soar shares in saudi arabia s national company for cooperative insurance (ncci) soared on their first day of trading in riyadh.  they were trading 84% above the offer price on monday  changing hands at 372 riyals ($99; £53) after topping 400 early in the day. demand for the insurer s debut shares was strong - 12 times what was on sale. the listing was part of the country s plans to open up its insurance market and boost demand in the sector. deregulation is expected to boost demand for accident and damage cover.  previously  only ncci has been legally allowed to offer insurance products within saudi arabia. however  the authorities have turned a blind eye to the many other firms selling insurance. saudi arabia now wants a fully functioning insurance industry and is introducing legislation that will clamp down on unauthorised companies. policy-makers also want to make having insurance more of a requirement  but first have to take steps to boost public confidence in the system  analysts said. as a result  ncci is being developed as the industry s flagship firm - publicly-listed  with audited accounts. saudi arabia sold 7 million ncci shares  or about 70% of the company s total capital last month. more than 800 000 applicants got 9 shares each for 205 riyals apiece.,business,saudi ncci share soar share saudi arabia nation compani cooper insur (ncci) soar first day trade riyadh. trade 84% offer price monday chang hand 372 riyal ($99; £53) top 400 earli day. demand insur debut share strong - 12 time sale. list part countri plan open insur market boost demand sector. deregul expect boost demand accid damag cover. previous ncci legal allow offer insur product within saudi arabia. howev author turn blind eye mani firm sell insurance. saudi arabia want fulli function insur industri introduc legisl clamp unauthoris companies. policy-mak also want make insur requir first take step boost public confid system analyst said. result ncci develop industri flagship firm - publicly-list audit accounts. saudi arabia sold 7 million ncci share 70% compani total capit last month. 800 000 applic got 9 share 205 riyal apiece.
988,john peel replacement show begins the permanent replacement for late dj john peel s bbc radio 1 show goes on air on tuesday  with three hosts chosen to fill the legendary presenter s slot.  rock dj huw stephens will go on air in the 2300 slot every tuesday  with black music champion ras kwame on wednesdays and dance dj rob da bank on thursdays. rob da bank filled in after peel had a heart attack aged 65 in october. all three will play  diverse  unpredictable and non-commercial  songs under the banner of the onemusic show.  radio 1 said the station was not trying to replace peel  but would rise to the  challenge  of  keeping his legacy alive  with unpredictable music. the three djs were chosen for their  in-depth musical knowledge across a variety of musical genres   the station said.  rob da bank is one of the hosts of the blue room  an early morning weekend show which plays electronic and dance music. huw stephens has been one half of the thursday night show bethan and huw in wales  which explores new music  especially up-and-coming acts in wales. and ras kwame is host of 100% homegrown on radio 1 s digital station 1xtra  dedicated to showcasing the best hip-hop and garage. another change to the station line-up will see sara cox return after maternity leave. she will host the lunchtime show on saturdays from this week.  good luck to all three of them  not one dj could fill peels boots so it s probably a good idea to get them all contributing. this time next year i hope we are saying how well these djs have done  but i fear this time next year we will really realise how much john peel will be forever missed.  very good idea to continue the legacy without attempting to replace john peel. also  there will surely be a wider spectrum for international music as three top radio djs unite under the one world name. congratulations!  the whole glory of john peel was the fact he was not commited to one genre. he played what he liked across the range of music.... this is not going to be the same  and all they seem to be doing is what they already have. bring back steve lamacq.  the obvious heir to john peel is the marvellous  wonderful and talented claire kember from totallyradio.com. this lady is young and fresh and is one of the most knowledgeable and likeable people in british broadcasting today. everyone who listens to her show understands and compares her to the ledgendary john peel. bbc radio should seek out the real talent from internet radio stations  people who are making a real impact on the world of music and the world in general.,entertainment,john peel replac show begin perman replac late dj john peel bbc radio 1 show goe air tuesday three host chosen fill legendari present slot. rock dj huw stephen go air 2300 slot everi tuesday black music champion ra kwame wednesday danc dj rob da bank thursdays. rob da bank fill peel heart attack age 65 october. three play divers unpredict non-commerci song banner onemus show. radio 1 said station tri replac peel would rise challeng keep legaci aliv unpredict music. three dj chosen in-depth music knowledg across varieti music genr station said. rob da bank one host blue room earli morn weekend show play electron danc music. huw stephen one half thursday night show bethan huw wale explor new music especi up-and-com act wales. ra kwame host 100% homegrown radio 1 digit station 1xtra dedic showcas best hip-hop garage. anoth chang station line-up see sara cox return matern leave. host lunchtim show saturday week. good luck three one dj could fill peel boot probabl good idea get contributing. time next year hope say well dj done fear time next year realli realis much john peel forev missed. good idea continu legaci without attempt replac john peel. also sure wider spectrum intern music three top radio dj unit one world name. congratulations! whole glori john peel fact commit one genre. play like across rang music.... go seem alreadi have. bring back steve lamacq. obviou heir john peel marvel wonder talent clair kember totallyradio.com. ladi young fresh one knowledg likeabl peopl british broadcast today. everyon listen show understand compar ledgendari john peel. bbc radio seek real talent internet radio station peopl make real impact world music world general.
1981,t-mobile bets on  pocket office  t-mobile has launched its latest  pocket office  third-generation (3g) device which also has built-in wi-fi - high-speed wireless net access.  unlike other devices where the user has to check which high-speed network is available to transfer data  the device selects the fastest one itself. the mda iv  released in the summer  is an upgrade to the company s existing smartphone  the 2.5g/wi-fi mda iii. it reflects the push by mobile firms for devices that are like mini laptops. the device has a display that can be swivelled and angled so it can be used like a small computer  or as a conventional clamshell phone. the microsoft mobile phone  with two cameras and a qwerty keyboard  reflects the design of similar all-in-one models released this year  such as motorola s mpx.  one in five european workers are already mobile - meaning they spend significant time travelling and out of the office   rene obermann  t-mobile s chief executive  told a press conference at the 3gsm trade show in cannes. he added:  what they need is their office when they are out of the office.  t-mobile said it was seeing increasing take up for what it calls  office in a pocket  devices  with 100 000 mdas sold in europe already.  in response to demand  t-mobile also said it would be adding the latest phone-shaped blackberry to its mobile range. reflecting the growing need to be connected outside the office  it announced it would introduce a flat-fee £20 ($38) a month wi-fi tariff for people in the uk using its wi-fi hotspots. it said it would nearly double the number of its hotspots - places where wi-fi access is available - globally from 12 300 to 20 000.  it also announced it was installing high-speed wi-fi on certain train services  such as the uk s london to brighton service  to provide commuters a fast net connection too. the service  which has been developed with southern trains  nomad digital (who provide the technology)  begins with a free trial on 16 trains on the route from early march to the end of april. a full service is set to follow in the summer. wi-fi access points will be connected to a wimax wireless network - faster than wi-fi - running alongside the train tracks. brian mcbride  managing director of t-mobile in the uk  said:  we see a growing trend for business users needing to access e-mail securely on the move.   we are able to offer this by maintaining a constant data session for the entire journey.  he said this was something other similar in-train wi-fi services  such as that offered on gner trains  did not offer yet. mr obermann added that the mobile industry in general was still growing  with many more opportunities for more services which would bear fruit for mobile companies in future. thousands of mobile industry experts are gathered in cannes  france  for the 3gsm which runs from 14 to 17 february.,tech,t-mobil bet pocket offic t-mobil launch latest pocket offic third-gener (3g) devic also built-in wi-fi - high-spe wireless net access. unlik devic user check high-spe network avail transfer data devic select fastest one itself. mda iv releas summer upgrad compani exist smartphon 2.5g/wi-fi mda iii. reflect push mobil firm devic like mini laptops. devic display swivel angl use like small comput convent clamshel phone. microsoft mobil phone two camera qwerti keyboard reflect design similar all-in-on model releas year motorola mpx. one five european worker alreadi mobil - mean spend signific time travel offic rene obermann t-mobil chief execut told press confer 3gsm trade show cannes. added: need offic office. t-mobil said see increas take call offic pocket devic 100 000 mda sold europ already. respons demand t-mobil also said would ad latest phone-shap blackberri mobil range. reflect grow need connect outsid offic announc would introduc flat-fe £20 ($38) month wi-fi tariff peopl uk use wi-fi hotspots. said would nearli doubl number hotspot - place wi-fi access avail - global 12 300 20 000. also announc instal high-spe wi-fi certain train servic uk london brighton servic provid commut fast net connect too. servic develop southern train nomad digit (who provid technology) begin free trial 16 train rout earli march end april. full servic set follow summer. wi-fi access point connect wimax wireless network - faster wi-fi - run alongsid train tracks. brian mcbride manag director t-mobil uk said: see grow trend busi user need access e-mail secur move. abl offer maintain constant data session entir journey. said someth similar in-train wi-fi servic offer gner train offer yet. mr obermann ad mobil industri gener still grow mani opportun servic would bear fruit mobil compani future. thousand mobil industri expert gather cann franc 3gsm run 14 17 february.
135,dollar hovers around record lows the us dollar hovered close to record lows against the euro on friday as concern grows about the size of the us budget deficit.  analysts predict that the dollar will remain weak in 2005 as investors worry about the state of the us economy. the bush administration s apparent unwillingness to intervene to support the dollar has caused further concern. however  trading has been volatile over the past week because of technical and automated trading and light demand. this has amplified reactions to news  analysts said  adding that they expect markets to become less jumpy in january.  the dollar was trading at $1.3652 versus the euro on friday morning after hitting a fresh record low of $1.3667 on thursday. one dollar bought 102.55 yen.  disappointing business figures from chicago triggered the us currency s weakness on thursday. the national association of purchasing management-chicago said its manufacturing index dropped to 61.2  a bigger fall than expected.  there are no dollar buyers now  especially after the chicago data yesterday   said abn amro s paul mackel. at the same time  german chancellor gerhard schroeder and italian prime minister silvio berlusconi voiced concerns about the strength of the euro. mr berlusconi said the euro s strength was  absolutely worrying  for italian exports. mr schroeder said in a newspaper article that stability in foreign exchange markets required a correction of global economic imbalances. investors will now look towards february s meeting of finance ministers from the g7 industrialised nations in london for clues as to whether central banks will combine forces to stem the dollar s decline.,business,dollar hover around record low us dollar hover close record low euro friday concern grow size us budget deficit. analyst predict dollar remain weak 2005 investor worri state us economy. bush administr appar unwilling interven support dollar caus concern. howev trade volatil past week technic autom trade light demand. amplifi reaction news analyst said ad expect market becom less jumpi january. dollar trade $1.3652 versu euro friday morn hit fresh record low $1.3667 thursday. one dollar bought 102.55 yen. disappoint busi figur chicago trigger us currenc weak thursday. nation associ purchas management-chicago said manufactur index drop 61.2 bigger fall expected. dollar buyer especi chicago data yesterday said abn amro paul mackel. time german chancellor gerhard schroeder italian prime minist silvio berlusconi voic concern strength euro. mr berlusconi said euro strength absolut worri italian exports. mr schroeder said newspap articl stabil foreign exchang market requir correct global econom imbalances. investor look toward februari meet financ minist g7 industrialis nation london clue whether central bank combin forc stem dollar decline.
1294,spector facing more legal action music producer phil spector is facing legal action from the mother of the actress he has been accused of killing.  donna clarkson  whose daughter lana was found dead in mr spector s home in february 2003  is seeking unspecified damages in a civil action. the legal action accuses mr spector of murdering the actress at his la home. mr spector is currently free on $1m (£535 000) bail and is awaiting trial. the 64-year-old has denied the killing  saying her death was accidental.  ms clarkson s legal action  filed in los angeles superior court  also accuses mr spector of negligence and battery  alleging he  grabbed  hit  fought with and restrained  lana clarkson before shooting her to death. her lawyers said in a statement:  the clarkson family had hoped that there would be some resolution with regard to the criminal proceedings before moving forward with the civil action.  however  ms clarkson and her family understand that the fair administration of justice takes time and in light of the numerous changes mr spector has made in his legal defence team over the last two years  ms clarkson was forced to file the action before (the statute of limitations expired) on 3 february 2005.  mr spector  known for his work with the beatles  has claimed that lana clarkson committed suicide. his lawyers  led by bruce cutler  have vowed to prove him innocent at trial.  mr cutler said:  phil did not cause the death of this woman  he s not criminally responsible and he s not civilly responsible either.  but i m not surprised they filed a suit for money  that seems to be de rigueur nowadays.  a los angeles superior court judge is expected to set a trial date later this month for spector  who was indicted on murder charges in september. roderick lindblom  one of ms clarkson s lawyers  said:  our intent is to let the criminal proceedings go forward and not do anything that would interfere with the prosecution.,entertainment,spector face legal action music produc phil spector face legal action mother actress accus killing. donna clarkson whose daughter lana found dead mr spector home februari 2003 seek unspecifi damag civil action. legal action accus mr spector murder actress la home. mr spector current free $1m (£535 000) bail await trial. 64-year-old deni kill say death accidental. ms clarkson legal action file lo angel superior court also accus mr spector neglig batteri alleg grab hit fought restrain lana clarkson shoot death. lawyer said statement: clarkson famili hope would resolut regard crimin proceed move forward civil action. howev ms clarkson famili understand fair administr justic take time light numer chang mr spector made legal defenc team last two year ms clarkson forc file action (the statut limit expired) 3 februari 2005. mr spector known work beatl claim lana clarkson commit suicide. lawyer led bruce cutler vow prove innoc trial. mr cutler said: phil caus death woman crimin respons civilli respons either. surpris file suit money seem de rigueur nowadays. lo angel superior court judg expect set trial date later month spector indict murder charg september. roderick lindblom one ms clarkson lawyer said: intent let crimin proceed go forward anyth would interfer prosecution.
447,broadband challenges tv viewing the number of europeans with broadband has exploded over the past 12 months  with the web eating into tv viewing habits  research suggests.  just over 54 million people are hooked up to the net via broadband  up from 34 million a year ago  according to market analysts nielsen/netratings. the total number of people online in europe has broken the 100 million mark. the popularity of the net has meant that many are turning away from tv  say analysts jupiter research. it found that a quarter of web users said they spent less time watching tv in favour of the net  the report by nielsen/netratings found that the number of people with fast internet access had risen by 60% over the past year.  the biggest jump was in italy  where it rose by 120%. britain was close behind  with broadband users almost doubling in a year. the growth has been fuelled by lower prices and a wider choice of always-on  fast-net subscription plans.  twelve months ago high speed internet users made up just over one third of the audience in europe; now they are more than 50% and we expect this number to keep growing   said gabrielle prior  nielsen/netratings analyst.  as the number of high-speed surfers grows  websites will need to adapt  update and enhance their content to retain their visitors and encourage new ones.  the total number of europeans online rose by 12% to 100 million over the past year  the report showed  with the biggest rise in france  italy  britain and germany.  the ability to browse web pages at high speed  download files such as music or films and play online games is changing what people do in their spare time.  a study by analysts jupiter research suggested that broadband was challenging television viewing habits. in homes with broadband  40% said they were spending less time watching tv. the threat to tv was greatest in countries where broadband was on the up  in particular the uk  france and spain  said the report. it said tv companies faced a major long-term threat over the next five years  with broadband predicted to grow from 19% to 37% of households by 2009.  year-on-year we are continuing to see a seismic shift in where  when and how europe s population consume media for information and entertainment and this has big implications for tv  newspaper and radio   said jupiter research analyst olivier beauvillian.,tech,broadband challeng tv view number european broadband explod past 12 month web eat tv view habit research suggests. 54 million peopl hook net via broadband 34 million year ago accord market analyst nielsen/netratings. total number peopl onlin europ broken 100 million mark. popular net meant mani turn away tv say analyst jupit research. found quarter web user said spent less time watch tv favour net report nielsen/netr found number peopl fast internet access risen 60% past year. biggest jump itali rose 120%. britain close behind broadband user almost doubl year. growth fuell lower price wider choic always-on fast-net subscript plans. twelv month ago high speed internet user made one third audienc europe; 50% expect number keep grow said gabriel prior nielsen/netr analyst. number high-spe surfer grow websit need adapt updat enhanc content retain visitor encourag new ones. total number european onlin rose 12% 100 million past year report show biggest rise franc itali britain germany. abil brows web page high speed download file music film play onlin game chang peopl spare time. studi analyst jupit research suggest broadband challeng televis view habits. home broadband 40% said spend less time watch tv. threat tv greatest countri broadband particular uk franc spain said report. said tv compani face major long-term threat next five year broadband predict grow 19% 37% household 2009. year-on-year continu see seismic shift europ popul consum media inform entertain big implic tv newspap radio said jupit research analyst olivi beauvillian.
1004,microsoft releases bumper patches microsoft has warned pc users to update their systems with the latest security fixes for flaws in windows programs.  in its monthly security bulletin  it flagged up eight  critical  security holes which could leave pcs open to attack if left unpatched. the number of holes considered  critical  is more than usual. they affect windows programs  including internet explorer (ie)  media player and instant messaging. four other important fixes were also released. these were considered to be less critical  however. if not updated  either automatically or manually  pc users running the programs could be vulnerable to viruses or other malicious attacks designed to exploit the holes. many of the flaws could be used by virus writers to take over computers remotely  install programs  change  and delete or see data.  one of the critical patches microsoft has made available is an important one that fixes some ie flaws. stephen toulouse  a microsoft security manager  said the flaws were known about  and although the firm had not seen any attacks exploiting the flaw  he did not rule them out. often  when a critical flaw is announced  spates of viruses follow because home users and businesses leave the flaw unpatched. a further patch fixes a hole in media player  windows messenger and msn messenger which an attacker could use to take control of unprotected machines through .png files. microsoft announces any vulnerabilities in its software every month. the most important ones are those which are classed as  critical . its latest releases came the week that the company announced it was to buy security software maker sybari software as part of microsoft s plans to make its own security programs.,tech,microsoft releas bumper patch microsoft warn pc user updat system latest secur fix flaw window programs. monthli secur bulletin flag eight critic secur hole could leav pc open attack left unpatched. number hole consid critic usual. affect window program includ internet explor (ie) media player instant messaging. four import fix also released. consid less critic however. updat either automat manual pc user run program could vulner virus malici attack design exploit holes. mani flaw could use viru writer take comput remot instal program chang delet see data. one critic patch microsoft made avail import one fix ie flaws. stephen toulous microsoft secur manag said flaw known although firm seen attack exploit flaw rule out. often critic flaw announc spate virus follow home user busi leav flaw unpatched. patch fix hole media player window messeng msn messeng attack could use take control unprotect machin .png files. microsoft announc vulner softwar everi month. import one class critic . latest releas came week compani announc buy secur softwar maker sybari softwar part microsoft plan make secur programs.
21,security warning over  fbi virus  the us federal bureau of investigation is warning that a computer virus is being spread via e-mails that purport to be from the fbi.  the e-mails show that they have come from an fbi.gov address and tell recipients that they have accessed illegal websites. the messages warn that their internet use has been monitored by the fbi s internet fraud complaint center. an attachment in the e-mail contains the virus  the fbi said. the message asks recipients to click on the attachment and answer some questions about their internet use. but rather than being a questionnaire  the attachment contains a virus that infects the recipient s computer  according to the agency. it is not clear what the virus does once it has infected a computer. users are warned never to open attachment from unsolicited e-mails or from people they do not know.   recipients of this or similar solicitations should know that the fbi does not engage in the practice of sending unsolicited e-mails to the public in this manner   the fbi said in a statement. the bureau is investigating the phoney e-mails. the agency earlier this month shut down fbi.gov accounts  used to communicate with the public  because of a security breach. a spokeswoman said the two incidents appear to be unrelated.,tech,secur warn fbi viru us feder bureau investig warn comput viru spread via e-mail purport fbi. e-mail show come fbi.gov address tell recipi access illeg websites. messag warn internet use monitor fbi internet fraud complaint center. attach e-mail contain viru fbi said. messag ask recipi click attach answer question internet use. rather questionnair attach contain viru infect recipi comput accord agency. clear viru infect computer. user warn never open attach unsolicit e-mail peopl know. recipi similar solicit know fbi engag practic send unsolicit e-mail public manner fbi said statement. bureau investig phoney e-mails. agenc earlier month shut fbi.gov account use commun public secur breach. spokeswoman said two incid appear unrelated.
